PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,Archetype_Name,Cluster,USG_PCT,AST_PCT,PICK__ROLL_BALL_HANDLER_FREQ,PICK__ROLL_ROLL_MAN_FREQ,SPOT_UP_FREQ,POST_UP_FREQ,OFF_SCREEN_FREQ,CUT_FREQ,ISOLATION_FREQ,TRANSITION_FREQ
201567,Kevin Love,MIA,"High Spot Up, Transition",1,0.23,0.134,0.0,0.1,0.307,0.086,0.0,0.086,0.0,0.2
1629645,Kevin Porter Jr.,MIL,"Elite P&R Handler, High Playmaking, High Usage",3,0.248,0.276,0.415,0.0,0.127,0.0,0.0,0.032,0.186,0.192
1626172,Kevon Looney,GSW,"Elite Cutter, Elite Roll Man, Post Up",2,0.125,0.143,0.0,0.125,0.05,0.044,0.0,0.255,0.0,0.08
1641718,Keyonte George,UTA,"Elite P&R Handler, High Playmaking, High Usage",3,0.237,0.272,0.316,0.011,0.178,0.0,0.052,0.025,0.118,0.146
203114,Khris Middleton,WAS,"Elite P&R Handler, High Playmaking, High Usage",3,0.208,0.251,0.292,0.0,0.154,0.112,0.113,0.0,0.064,0.15
202691,Klay Thompson,DAL,"Elite Off-Screen, Spot Up, Transition",6,0.214,0.104,0.072,0.028,0.279,0.018,0.144,0.04,0.042,0.192
1641723,Kobe Bufkin,ATL,"P&R Handler, Transition, Spot Up",5,0.203,0.213,0.266,0.0,0.266,0.0,0.0,0.0,0.0,0.25
1627739,Kris Dunn,LAC,"High Spot Up, Transition",1,0.126,0.153,0.056,0.042,0.438,0.0,0.0,0.065,0.023,0.238
1631200,Kris Murray,POR,"High Spot Up, Transition",1,0.133,0.09,0.0,0.0,0.389,0.0,0.0,0.058,0.0,0.248
204001,Kristaps Porziņģis,BOS,"Elite Post Up, High Roll Man, High Usage",0,0.253,0.113,0.0,0.216,0.196,0.208,0.035,0.096,0.026,0.116
203937,Kyle Anderson,MIA,"P&R Handler, Transition, Spot Up",5,0.152,0.211,0.129,0.106,0.337,0.0,0.0,0.136,0.147,0.191
1642271,Kyle Filipowski,UTA,"High Spot Up, Transition",1,0.184,0.14,0.023,0.097,0.276,0.041,0.028,0.134,0.048,0.186
1628398,Kyle Kuzma,MIL,"P&R Handler, Transition, Spot Up",5,0.233,0.123,0.191,0.019,0.203,0.049,0.039,0.061,0.049,0.25
200768,Kyle Lowry,PHI,"P&R Handler, Transition, Spot Up",5,0.1,0.206,0.175,0.0,0.357,0.0,0.0,0.0,0.0,0.175
1630283,Kylor Kelley,LAL,Balanced / Low Usage Role,7,0.097,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202681,Kyrie Irving,DAL,"Elite Iso, Elite Usage, High Playmaking",4,0.264,0.198,0.227,0.014,0.107,0.04,0.039,0.032,0.224,0.195
1642273,Kyshawn George,WAS,"P&R Handler, Transition, Spot Up",5,0.156,0.133,0.169,0.0,0.297,0.0,0.029,0.031,0.025,0.238
1630163,LaMelo Ball,CHA,"Elite P&R Handler, High Playmaking, High Usage",3,0.342,0.39,0.372,0.0,0.14,0.0,0.032,0.0,0.106,0.184
1629013,Landry Shamet,NYK,"Elite Off-Screen, Spot Up, Transition",6,0.143,0.049,0.042,0.0,0.448,0.0,0.081,0.073,0.0,0.193
1626204,Larry Nance Jr.,ATL,"Elite Cutter, Elite Roll Man, Post Up",2,0.155,0.125,0.0,0.158,0.367,0.0,0.0,0.215,0.0,0.102
1628374,Lauri Markkanen,UTA,"Elite Off-Screen, Spot Up, Transition",6,0.231,0.074,0.026,0.118,0.178,0.038,0.178,0.071,0.046,0.137
2544,LeBron James,LAL,"Elite Iso, Elite Usage, High Playmaking",4,0.291,0.395,0.178,0.031,0.106,0.129,0.027,0.036,0.166,0.208
1631311,Lester Quinones,NOP,Balanced / Low Usage Role,7,0.213,0.198,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630322,Lindy Waters III,DET,"Elite Off-Screen, Spot Up, Transition",6,0.145,0.092,0.0,0.0,0.418,0.0,0.138,0.0,0.0,0.204
1629022,Lonnie Walker IV,PHI,Balanced / Low Usage Role,7,0.214,0.167,0.237,0.0,0.0,0.0,0.06,0.0,0.084,0.0
1628366,Lonzo Ball,CHI,"P&R Handler, Transition, Spot Up",5,0.152,0.187,0.183,0.0,0.417,0.0,0.0,0.0,0.0,0.19
1629652,Luguentz Dort,OKC,"High Spot Up, Transition",1,0.133,0.067,0.039,0.039,0.498,0.0,0.0,0.059,0.0,0.261
1629029,Luka Dončić,LAL,"Elite Iso, Elite Usage, High Playmaking",4,0.328,0.342,0.307,0.0,0.091,0.046,0.033,0.017,0.226,0.179
1628379,Luke Kennard,MEM,"Elite Off-Screen, Spot Up, Transition",6,0.14,0.179,0.123,0.029,0.365,0.0,0.079,0.038,0.021,0.217
1628436,Luke Kornet,BOS,"Elite Cutter, Elite Roll Man, Post Up",2,0.111,0.115,0.0,0.181,0.0,0.034,0.0,0.339,0.0,0.096
1627763,Malcolm Brogdon,WAS,"Elite P&R Handler, High Playmaking, High Usage",3,0.231,0.267,0.408,0.0,0.168,0.0,0.0,0.0,0.044,0.159
1627736,Malik Beasley,DET,"Elite Off-Screen, Spot Up, Transition",6,0.215,0.089,0.105,0.032,0.262,0.0,0.167,0.009,0.025,0.216
1628370,Malik Monk,SAC,"Elite P&R Handler, High Playmaking, High Usage",3,0.236,0.246,0.277,0.014,0.21,0.0,0.026,0.018,0.079,0.209
1630542,Marcus Bagley,PHI,Balanced / Low Usage Role,7,0.128,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631204,Marcus Sasser,DET,"Elite P&R Handler, High Playmaking, High Usage",3,0.187,0.239,0.358,0.0,0.166,0.0,0.0,0.0,0.083,0.214
203935,Marcus Smart,WAS,"P&R Handler, Transition, Spot Up",5,0.198,0.221,0.287,0.0,0.345,0.0,0.0,0.0,0.112,0.25
1631109,Mark Williams,CHA,"Elite Cutter, Elite Roll Man, Post Up",2,0.21,0.154,0.0,0.288,0.0,0.075,0.0,0.276,0.0,0.11
202693,Markieff Morris,LAL,Balanced / Low Usage Role,7,0.202,0.191,0.0,0.0,0.417,0.0,0.0,0.0,0.0,0.0
203486,Mason Plumlee,PHX,"Elite Cutter, Elite Roll Man, Post Up",2,0.105,0.133,0.0,0.209,0.0,0.0,0.0,0.372,0.0,0.097
1641824,Matas Buzelis,CHI,"High Spot Up, Transition",1,0.181,0.072,0.072,0.024,0.394,0.0,0.024,0.074,0.043,0.264
1629680,Matisse Thybulle,POR,"High Spot Up, Transition",1,0.135,0.126,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.224
1631108,Max Christie,DAL,"High Spot Up, Transition",1,0.15,0.093,0.142,0.044,0.397,0.0,0.029,0.085,0.092,0.229
1629622,Max Strus,CLE,"Elite Off-Screen, Spot Up, Transition",6,0.143,0.157,0.054,0.057,0.358,0.0,0.098,0.043,0.0,0.211
1628467,Maxi Kleber,LAL,"High Spot Up, Transition",1,0.085,0.087,0.0,0.125,0.508,0.0,0.0,0.0,0.0,0.109
1641721,Maxwell Lewis,BKN,Balanced / Low Usage Role,7,0.164,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630695,Micah Potter,UTA,"High Spot Up, Transition",1,0.102,0.058,0.0,0.12,0.377,0.0,0.0,0.086,0.0,0.189
1629008,Michael Porter Jr.,DEN,"Elite Off-Screen, Spot Up, Transition",6,0.197,0.084,0.044,0.022,0.215,0.009,0.127,0.11,0.015,0.198
1628969,Mikal Bridges,NYK,"P&R Handler, Transition, Spot Up",5,0.192,0.141,0.129,0.024,0.257,0.043,0.054,0.106,0.017,0.216
201144,Mike Conley,MIN,"P&R Handler, Transition, Spot Up",5,0.141,0.243,0.292,0.0,0.309,0.0,0.055,0.0,0.028,0.138
1628970,Miles Bridges,CHA,"Elite P&R Handler, High Playmaking, High Usage",3,0.273,0.203,0.255,0.041,0.202,0.016,0.057,0.036,0.115,0.158
1630540,Miles McBride,NYK,"P&R Handler, Transition, Spot Up",5,0.162,0.155,0.191,0.0,0.316,0.0,0.042,0.033,0.082,0.188
1629011,Mitchell Robinson,NYK,Balanced / Low Usage Role,7,0.109,0.062,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.0
1628964,Mo Bamba,NOP,"Elite Cutter, Elite Roll Man, Post Up",2,0.15,0.068,0.0,0.28,0.182,0.0,0.0,0.189,0.0,0.0
1628420,Monte Morris,PHX,"P&R Handler, Transition, Spot Up",5,0.173,0.188,0.27,0.0,0.384,0.0,0.0,0.0,0.0,0.165
1629021,Moritz Wagner,ORL,"Elite Post Up, High Roll Man, High Usage",0,0.254,0.135,0.0,0.205,0.217,0.078,0.0,0.165,0.052,0.113
1630541,Moses Moody,GSW,"Elite Off-Screen, Spot Up, Transition",6,0.17,0.084,0.029,0.0,0.379,0.0,0.135,0.075,0.034,0.218
1631243,Mouhamed Gueye,ATL,"High Spot Up, Transition",1,0.155,0.064,0.0,0.0,0.405,0.0,0.0,0.171,0.0,0.234
1631217,Moussa Diabaté,CHA,"Elite Cutter, Elite Roll Man, Post Up",2,0.13,0.069,0.0,0.227,0.041,0.028,0.0,0.245,0.0,0.176
1626167,Myles Turner,IND,"Elite Post Up, High Roll Man, High Usage",0,0.207,0.072,0.0,0.279,0.247,0.095,0.0,0.118,0.011,0.107
1630230,Naji Marshall,DAL,"P&R Handler, Transition, Spot Up",5,0.197,0.161,0.133,0.025,0.357,0.0,0.0,0.045,0.051,0.266
1629675,Naz Reid,MIN,"Elite Off-Screen, Spot Up, Transition",6,0.21,0.123,0.043,0.129,0.329,0.06,0.095,0.05,0.024,0.135
1629674,Neemias Queta,BOS,"Elite Cutter, Elite Roll Man, Post Up",2,0.136,0.076,0.0,0.173,0.0,0.0,0.0,0.395,0.0,0.077
1629651,Nic Claxton,BKN,"Elite Cutter, Elite Roll Man, Post Up",2,0.166,0.14,0.022,0.169,0.106,0.052,0.0,0.245,0.048,0.125
1630208,Nick Richards,PHX,"Elite Cutter, Elite Roll Man, Post Up",2,0.169,0.058,0.0,0.287,0.0,0.053,0.0,0.209,0.0,0.107
1641733,Nick Smith Jr.,CHA,"P&R Handler, Transition, Spot Up",5,0.205,0.169,0.277,0.045,0.266,0.0,0.037,0.018,0.064,0.16
1629638,Nickeil Alexander-Walker,MIN,"P&R Handler, Transition, Spot Up",5,0.155,0.149,0.183,0.0,0.442,0.0,0.031,0.024,0.0,0.178
201587,Nicolas Batum,LAC,"High Spot Up, Transition",1,0.087,0.082,0.0,0.085,0.577,0.0,0.0,0.039,0.0,0.167
203999,Nikola Jokić,DEN,"Elite Post Up, High Roll Man, High Usage",0,0.285,0.398,0.068,0.12,0.101,0.23,0.061,0.105,0.049,0.098
1631107,Nikola Jović,MIA,"P&R Handler, Transition, Spot Up",5,0.178,0.174,0.091,0.053,0.395,0.061,0.021,0.034,0.046,0.2
202696,Nikola Vučević,CHI,"Elite Post Up, High Roll Man, High Usage",0,0.221,0.165,0.0,0.283,0.148,0.153,0.031,0.103,0.014,0.126
1641730,Noah Clowney,BKN,"High Spot Up, Transition",1,0.185,0.063,0.0,0.116,0.439,0.0,0.057,0.046,0.0,0.164
1626181,Norman Powell,LAC,"Elite Off-Screen, Spot Up, Transition",6,0.255,0.096,0.188,0.0,0.235,0.0,0.098,0.017,0.064,0.241
1628384,OG Anunoby,NYK,"Elite Off-Screen, Spot Up, Transition",6,0.195,0.084,0.056,0.02,0.344,0.059,0.072,0.085,0.039,0.219
1630167,Obi Toppin,IND,"High Spot Up, Transition",1,0.191,0.116,0.04,0.074,0.341,0.043,0.015,0.075,0.0,0.261
1630534,Ochai Agbaji,TOR,"High Spot Up, Transition",1,0.144,0.081,0.053,0.043,0.32,0.0,0.034,0.097,0.0,0.292
1641765,Olivier-Maxence Prosper,DAL,"High Spot Up, Transition",1,0.158,0.101,0.0,0.045,0.332,0.0,0.0,0.108,0.054,0.265
1630168,Onyeka Okongwu,ATL,"Elite Cutter, Elite Roll Man, Post Up",2,0.169,0.113,0.0,0.227,0.158,0.046,0.0,0.198,0.0,0.118
1631115,Orlando Robinson,TOR,Balanced / Low Usage Role,7,0.177,0.152,0.0,0.202,0.0,0.056,0.0,0.0,0.0,0.0
1631131,Oscar Tshiebwe,UTA,"Elite Cutter, Elite Roll Man, Post Up",2,0.144,0.051,0.0,0.217,0.0,0.0,0.0,0.239,0.0,0.141
1642345,Oso Ighodaro,PHX,"Elite Cutter, Elite Roll Man, Post Up",2,0.103,0.095,0.0,0.32,0.045,0.0,0.0,0.328,0.0,0.105
1631172,Ousmane Dieng,OKC,"High Spot Up, Transition",1,0.152,0.107,0.12,0.093,0.4,0.0,0.0,0.0,0.0,0.16
1629023,P.J. Washington,DAL,"P&R Handler, Transition, Spot Up",5,0.198,0.098,0.109,0.035,0.29,0.077,0.019,0.064,0.069,0.2
1631094,Paolo Banchero,ORL,"Elite Iso, Elite Usage, High Playmaking",4,0.33,0.262,0.241,0.064,0.116,0.084,0.025,0.033,0.189,0.176
1627783,Pascal Siakam,IND,"Elite Post Up, High Roll Man, High Usage",0,0.237,0.155,0.041,0.096,0.2,0.183,0.011,0.055,0.092,0.204
1626192,Pat Connaughton,MIL,"High Spot Up, Transition",1,0.151,0.159,0.154,0.051,0.336,0.0,0.0,0.07,0.0,0.131
1630172,Patrick Williams,CHI,"High Spot Up, Transition",1,0.165,0.106,0.111,0.022,0.38,0.039,0.026,0.03,0.036,0.243
201988,Patty Mills,LAC,"P&R Handler, Transition, Spot Up",5,0.15,0.123,0.183,0.0,0.215,0.0,0.0,0.0,0.0,0.194
202331,Paul George,PHI,"Elite Iso, Elite Usage, High Playmaking",4,0.233,0.217,0.245,0.0,0.138,0.062,0.094,0.0,0.201,0.12
1630202,Payton Pritchard,BOS,"P&R Handler, Transition, Spot Up",5,0.186,0.184,0.172,0.015,0.331,0.0,0.055,0.017,0.076,0.204
1641796,Pelle Larsson,MIA,"High Spot Up, Transition",1,0.141,0.116,0.071,0.0,0.386,0.0,0.047,0.102,0.0,0.217
1631250,Pete Nance,MIL,Balanced / Low Usage Role,7,0.116,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631212,Peyton Watson,DEN,"High Spot Up, Transition",1,0.138,0.073,0.026,0.068,0.283,0.0,0.0,0.155,0.022,0.342
1630173,Precious Achiuwa,NYK,"Elite Cutter, Elite Roll Man, Post Up",2,0.143,0.065,0.0,0.143,0.19,0.052,0.0,0.195,0.057,0.153
1629656,Quentin Grimes,PHI,"P&R Handler, Transition, Spot Up",5,0.218,0.172,0.242,0.024,0.341,0.0,0.044,0.026,0.112,0.24
1631245,Quenton Jackson,IND,"P&R Handler, Transition, Spot Up",5,0.167,0.193,0.197,0.0,0.242,0.0,0.0,0.083,0.0,0.261
